id	decision_id	scope	lifecycle	form_kind	symbol	surface	examples	source_evidence	parser_status	parser_evidence	formatter_emission_status	formatter_emission_evidence	formatter_roundtrip_status	formatter_roundtrip_evidence	linter_recognition_status	linter_recognition_evidence	linter_teaching_status	linter_teaching_evidence	language_server_status	language_server_evidence	canvas_status	canvas_evidence
syntax-d-verdict-732-1-symbol-lexical-ledger-retired-standalone-alignment-mark-fee699b2	D-VERDICT-732-1	user	current	identifier	LEXICAL_LEDGER	retired standalone alignment marker		crates/jet-foundation/src/Syntax.rs:20;crates/jet-foundation/src/Syntax.rs:21;crates/jet-foundation/src/Syntax.rs:23;crates/jet-foundation/src/Syntax.rs:24;crates/jet-foundation/src/Syntax.rs:25;crates/jet-foundation/src/Syntax.rs:26;crates/jet-foundation/src/Syntax.rs:27	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Syntax.rs:27	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-verdict-732-1-symbol-lexical-ledger-s8-d-checked-text1-4d80e304	D-VERDICT-732-1	user	current	syntax_shape	LEXICAL_LEDGER	S8; D-CHECKED-TEXT1		crates/jet-foundation/src/Syntax.rs:20;crates/jet-foundation/src/Syntax.rs:21;crates/jet-foundation/src/Syntax.rs:23;crates/jet-foundation/src/Syntax.rs:24;crates/jet-foundation/src/Syntax.rs:25;crates/jet-foundation/src/Syntax.rs:26;crates/jet-foundation/src/Syntax.rs:35	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-verdict-732-1-symbol-lexical-ledger-safe-lock-free-scalar-cell-5f192bc0	D-VERDICT-732-1	user	current	syntax_shape	LEXICAL_LEDGER	safe lock-free scalar cell		crates/jet-foundation/src/Syntax.rs:20;crates/jet-foundation/src/Syntax.rs:21;crates/jet-foundation/src/Syntax.rs:23;crates/jet-foundation/src/Syntax.rs:24;crates/jet-foundation/src/Syntax.rs:25;crates/jet-foundation/src/Syntax.rs:26;crates/jet-foundation/src/Syntax.rs:28	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-verdict-732-1-symbol-lexical-ledger-separator-with-optional-trailing--030a203a	D-VERDICT-732-1	user	current	identifier	LEXICAL_LEDGER	separator with optional trailing item in every comma list		crates/jet-foundation/src/Syntax.rs:20;crates/jet-foundation/src/Syntax.rs:21;crates/jet-foundation/src/Syntax.rs:23;crates/jet-foundation/src/Syntax.rs:24;crates/jet-foundation/src/Syntax.rs:25;crates/jet-foundation/src/Syntax.rs:26;crates/jet-foundation/src/Syntax.rs:38	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-verdict-732-1-symbol-lexical-ledger-struct-derived-headless-form-with-fa9000a8	D-VERDICT-732-1	user	current	syntax_shape	LEXICAL_LEDGER	struct-derived headless form with progressive action		crates/jet-foundation/src/Syntax.rs:20;crates/jet-foundation/src/Syntax.rs:21;crates/jet-foundation/src/Syntax.rs:23;crates/jet-foundation/src/Syntax.rs:24;crates/jet-foundation/src/Syntax.rs:25;crates/jet-foundation/src/Syntax.rs:25;crates/jet-foundation/src/Syntax.rs:26	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-verdict-732-1-symbol-lexical-ledger-t-expr-ada748ea	D-VERDICT-732-1	user	current	syntax_shape	LEXICAL_LEDGER	T{expr}		crates/jet-foundation/src/Syntax.rs:20;crates/jet-foundation/src/Syntax.rs:21;crates/jet-foundation/src/Syntax.rs:23;crates/jet-foundation/src/Syntax.rs:24;crates/jet-foundation/src/Syntax.rs:25;crates/jet-foundation/src/Syntax.rs:26;crates/jet-foundation/src/Syntax.rs:34	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/field_default_marker_retired.stderr:6;tests/ui/field_default_marker_retired.stderr:7	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-verdict-732-1-symbol-lexical-ledger-typed-anonymous-value-29ffe5eb	D-VERDICT-732-1	user	current	identifier	LEXICAL_LEDGER	typed anonymous value		crates/jet-foundation/src/Syntax.rs:20;crates/jet-foundation/src/Syntax.rs:21;crates/jet-foundation/src/Syntax.rs:23;crates/jet-foundation/src/Syntax.rs:24;crates/jet-foundation/src/Syntax.rs:25;crates/jet-foundation/src/Syntax.rs:26;crates/jet-foundation/src/Syntax.rs:36	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-verdict-732-1-symbol-lexical-ledger-unclaimed-raw-string-prefixes-b908f15f	D-VERDICT-732-1	user	current	syntax_shape	LEXICAL_LEDGER	unclaimed raw-string prefixes		crates/jet-foundation/src/Syntax.rs:20;crates/jet-foundation/src/Syntax.rs:21;crates/jet-foundation/src/Syntax.rs:23;crates/jet-foundation/src/Syntax.rs:24;crates/jet-foundation/src/Syntax.rs:25;crates/jet-foundation/src/Syntax.rs:26;crates/jet-foundation/src/Syntax.rs:39	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-verdict-732-1-symbol-lexical-ledger-web-form-model-action-handler-ac5d1609	D-VERDICT-732-1	user	current	syntax_shape	LEXICAL_LEDGER	web.form(Model, action: handler)		crates/jet-foundation/src/Syntax.rs:20;crates/jet-foundation/src/Syntax.rs:21;crates/jet-foundation/src/Syntax.rs:23;crates/jet-foundation/src/Syntax.rs:24;crates/jet-foundation/src/Syntax.rs:25;crates/jet-foundation/src/Syntax.rs:25;crates/jet-foundation/src/Syntax.rs:26	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-verdict-732-1-symbol-marker-cli-cli-fe1f2232	D-VERDICT-732-1	user	current	marker	MARKER_CLI	CLI	#CLI | fn run() | fn run(args: T)	crates/jet-foundation/src/Syntax/markers.rs:60;crates/jet-foundation/src/Syntax/markers.rs:66;crates/jet-foundation/src/Syntax/markers.rs:66;crates/jet-foundation/src/Syntax/markers.rs:66	covered	crates/jet-parser/src/Parser/Items/markers_contracts.rs:119;crates/jet-parser/src/Parser/Items/type_methods_fields.rs:217;crates/jet-parser/src/Parser/Items/type_methods_fields.rs:218;crates/jet-parser/src/Parser/mod.rs:1156	missing	MISSING:A formatter source line directly names this symbol or spelling.	covered	tests/fmt.rs:60;tests/fmt.rs:61;tests/fmt.rs:2129;tests/fmt.rs:2132	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/cli_authority_flags_reserved.stderr:1;tests/ui/cli_authority_flags_reserved.stderr:9;tests/ui/cli_field_marker_misuse.stderr:1;tests/ui/cli_field_marker_misuse.stderr:6;tests/ui/cli_field_marker_misuse.stderr:7;tests/ui/cli_field_marker_misuse.stderr:19	covered	editors/jet.tmGrammar:120;editors/tree-sitter/grammar.js:23;editors/vscode/syntaxes/jet.tmLanguage.json:120;editors/zed/grammar-repo/grammar.js:23;editors/zed/grammars/jet/grammar.js:23;editors/zed/languages/jet/highlights.scm:141	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-verdict-732-1-symbol-marker-comparable-comparable-2a6700c6	D-VERDICT-732-1	user	current	marker	MARKER_COMPARABLE	Comparable	! | # | #!Codable | #[Wire] | derive T.Wire { … }	crates/jet-foundation/src/Syntax/package_files.rs:399;crates/jet-foundation/src/Syntax/package_files.rs:404;crates/jet-foundation/src/Syntax/package_files.rs:404;crates/jet-foundation/src/Syntax/package_files.rs:404	covered	crates/jet-parser/src/Parser/Items/distinct_units_structs.rs:141	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/E0929_body_capability_derive.stderr:1;tests/ui/E0929_body_capability_derive.stderr:4;tests/ui/E0929_body_capability_derive.stderr:7;tests/ui/operator_float_comparable_bound.stderr:1;tests/ui/operator_float_comparable_bound.stderr:6;tests/ui/operator_float_comparable_bound.stderr:7	covered	editors/jet.tmGrammar:120;editors/tree-sitter/grammar.js:23;editors/vscode/syntaxes/jet.tmLanguage.json:120;editors/zed/grammar-repo/grammar.js:23;editors/zed/grammars/jet/grammar.js:23;editors/zed/languages/jet/highlights.scm:141	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-verdict-732-1-symbol-marker-list-open-fe0360fe	D-VERDICT-732-1	user	current	syntax_shape	MARKER_LIST_OPEN	[	#	crates/jet-foundation/src/Syntax/effects_surface.rs:481;crates/jet-foundation/src/Syntax/effects_surface.rs:482;crates/jet-foundation/src/Syntax/effects_surface.rs:482	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-verdict-732-1-surface-marker-numeric-3ce6be13	D-VERDICT-732-1	user	current	type_or_name		MARKER_NUMERIC		crates/jet-foundation/src/Syntax/markers.rs:53	covered	crates/jet-parser/src/Parser/Items/distinct_units_structs.rs:83;crates/jet-parser/src/Parser/Items/marker_groups.rs:1893	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-verdict-732-1-symbol-marker-numeric-numeric-09a90fd6	D-VERDICT-732-1	user	current	marker	MARKER_NUMERIC	Numeric	MARKER_BUNDLE_NUMERIC	crates/jet-foundation/src/Syntax/package_files.rs:168;crates/jet-foundation/src/Syntax/package_files.rs:171;crates/jet-foundation/src/Syntax/package_files.rs:171	covered	crates/jet-lexer/src/lib.rs:5;crates/jet-parser/src/lib.rs:6;crates/jet-parser/src/Parser/Items/distinct_units_structs.rs:83;crates/jet-parser/src/Parser/Items/distinct_units_structs.rs:141;crates/jet-parser/src/Parser/Items/marker_groups.rs:1893	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-parser/src/lib.rs:6;crates/jet-sema/src/lib.rs:7;tests/ui/distinct_arith_on_id.stderr:6;tests/ui/distinct_arith_on_id.stderr:7;tests/ui/unit_family_mix.stderr:6	covered	editors/jet.tmGrammar:120;editors/tree-sitter/grammar.js:23;editors/vscode/syntaxes/jet.tmLanguage.json:120;editors/zed/grammar-repo/grammar.js:23;editors/zed/grammars/jet/grammar.js:23;Source/LSP/mod.rs:916	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-verdict-732-1-symbol-marker-prefix-ea78b4eb	D-VERDICT-732-1	user	current	marker_or_sigil	MARKER_PREFIX	#	#Name | #[a, b]	crates/jet-foundation/src/Syntax/effects_surface.rs:478;crates/jet-foundation/src/Syntax/effects_surface.rs:479;crates/jet-foundation/src/Syntax/effects_surface.rs:479	covered	crates/jet-parser/src/Formatter/mod.rs:1203	covered	crates/jet-parser/src/Formatter/mod.rs:1203	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-verdict-732-1-symbol-marker-redact-redact-44c73688	D-VERDICT-732-1	user	current	marker	MARKER_REDACT	Redact	#Redact	crates/jet-foundation/src/Syntax/effects_surface.rs:409;crates/jet-foundation/src/Syntax/effects_surface.rs:411;crates/jet-foundation/src/Syntax/effects_surface.rs:411	covered	crates/jet-parser/src/Formatter/Items.rs:2306;crates/jet-parser/src/Formatter/Items.rs:2312;crates/jet-parser/src/Formatter/Items.rs:2317;crates/jet-parser/src/Formatter/Items.rs:2325;crates/jet-parser/src/Formatter/Items.rs:2329;crates/jet-parser/src/Formatter/Items.rs:2329	covered	crates/jet-parser/src/Formatter/Items.rs:2306;crates/jet-parser/src/Formatter/Items.rs:2312;crates/jet-parser/src/Formatter/Items.rs:2317;crates/jet-parser/src/Formatter/Items.rs:2325;crates/jet-parser/src/Formatter/Items.rs:2329;crates/jet-parser/src/Formatter/Items.rs:2329	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-parser/src/Formatter/Items.rs:2312	covered	editors/jet.tmGrammar:120;editors/tree-sitter/grammar.js:23;editors/vscode/syntaxes/jet.tmLanguage.json:120;editors/zed/grammar-repo/grammar.js:23;editors/zed/grammars/jet/grammar.js:23;editors/zed/languages/jet/highlights.scm:141	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-verdict-732-1-symbol-rule-prefix-86f39497	D-VERDICT-732-1	user	current	marker_or_sigil	RULE_PREFIX	#		crates/jet-foundation/src/Syntax/markers.rs:11;crates/jet-foundation/src/Syntax/markers.rs:12;crates/jet-foundation/src/Syntax/markers.rs:12;crates/jet-foundation/src/Syntax/markers.rs:12	covered	crates/jet-parser/src/Formatter/Expressions.rs:1056;crates/jet-parser/src/Formatter/Items.rs:1255;crates/jet-parser/src/Formatter/Items.rs:1261;crates/jet-parser/src/Formatter/Items.rs:1344;crates/jet-parser/src/Formatter/Items.rs:1352;crates/jet-parser/src/Formatter/Items.rs:2302	covered	crates/jet-parser/src/Formatter/Expressions.rs:1056;crates/jet-parser/src/Formatter/Items.rs:1255;crates/jet-parser/src/Formatter/Items.rs:1261;crates/jet-parser/src/Formatter/Items.rs:1344;crates/jet-parser/src/Formatter/Items.rs:1352;crates/jet-parser/src/Formatter/Items.rs:2302	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-visdefault1-symbol-marker-pub-file-pubfile-62cd2155	D-VISDEFAULT1	user	current	marker	MARKER_PUB_FILE	PubFile		crates/jet-foundation/src/Syntax/core_surface.rs:72;crates/jet-foundation/src/Syntax/core_surface.rs:73;crates/jet-foundation/src/Syntax/core_surface.rs:73	covered	crates/jet-parser/src/Formatter/mod.rs:847;crates/jet-parser/src/Formatter/mod.rs:870;crates/jet-parser/src/Formatter/mod.rs:910;crates/jet-parser/src/Parser/Items/enums_traits.rs:656;crates/jet-parser/src/Parser/Items/external_tests_ffi.rs:36;crates/jet-parser/src/Parser/Items/imports_policy.rs:817	covered	crates/jet-parser/src/Formatter/mod.rs:847;crates/jet-parser/src/Formatter/mod.rs:870;crates/jet-parser/src/Formatter/mod.rs:910	covered	crates/jet-parser/src/Parser/mod.rs:1728;crates/jet-parser/src/Parser/mod.rs:1729;crates/jet-parser/src/Parser/mod.rs:1750;tests/fmt.rs:3838;tests/fmt.rs:3839	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/pub_file_duplicate_marker.stderr:1;tests/ui/pub_file_duplicate_marker.stderr:4;tests/ui/pub_file_duplicate_marker.stderr:6;tests/ui/pub_file_priv_without_marker.stderr:1;tests/ui/pub_file_priv_without_marker.stderr:6;tests/ui/pub_file_priv_without_marker.stderr:7	covered	editors/jet.tmGrammar:120;editors/tree-sitter/grammar.js:23;editors/vscode/syntaxes/jet.tmLanguage.json:120;editors/zed/grammar-repo/grammar.js:23;editors/zed/grammars/jet/grammar.js:23;editors/zed/languages/jet/highlights.scm:141	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-visdefault2-surface-decision-crates-jet-foundation-src-syntax-core-s-e081080b	D-VISDEFAULT2	user	current	decision_row				crates/jet-foundation/src/Syntax/core_surface.rs:71	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.
syntax-d-visdefault2-surface-decision-crates-jet-foundation-src-syntax-packag-0c937dfa	D-VISDEFAULT2	user	current	decision_row				crates/jet-foundation/src/Syntax/package_files.rs:462	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.
syntax-d-visdefault2-symbol-foreign-private-private-6ddd699a	D-VISDEFAULT2	user	retired	keyword_or_name	FOREIGN_PRIVATE	private		crates/jet-foundation/src/Syntax/core_surface.rs:80;crates/jet-foundation/src/Syntax/core_surface.rs:82;crates/jet-foundation/src/Syntax/core_surface.rs:82	covered	crates/jet-parser/src/Formatter/mod.rs:325;crates/jet-parser/src/Parser/Items/imports_policy.rs:1232;crates/jet-parser/src/Parser/Items/visibility_items.rs:106;crates/jet-parser/src/Parser/Items/visibility_items.rs:128;crates/jet-parser/src/Parser/Items/visibility_items.rs:137;crates/jet-parser/src/Parser/Items/visibility_items.rs:147	covered	crates/jet-parser/src/Formatter/mod.rs:325	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui_lint/build_entry_liveness.warn:15;tests/ui_lint/compiler_extension_finding.warn:6;tests/ui_lint/liveness_unused_import.warn:33;tests/ui_lint/prelude_shadow_warn.warn:15;tests/ui_lint/shared_loop.warn:24;tests/ui_lint/unused_code.warn:24	covered	Source/LSP/Features.rs:2156;Source/LSP/Server.rs:3599;Source/LSP/Server.rs:3602	covered	crates/jet-canvas/src/js/inspector-connections.js:1121;crates/jet-canvas/src/js/inspector-connections.js:1122;crates/jet-canvas/src/js/inspector-connections.js:1124;crates/jet-canvas/src/js/inspector-connections.js:1382;crates/jet-devserver/src/Canvas/graph_json.rs:890;crates/jet-devserver/src/Canvas/graph_json.rs:891
syntax-d-visdefault2-symbol-jet-keyword-list-c0a32801	D-VISDEFAULT2	user	current	declared_surface	JET_KEYWORD_LIST			crates/jet-foundation/src/Syntax/package_files.rs:461;crates/jet-foundation/src/Syntax/package_files.rs:462	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.
syntax-d-visdefault2-symbol-kw-priv-priv-62d93210	D-VISDEFAULT2	user	current	keyword_or_name	KW_PRIV	priv	#PubFile	crates/jet-foundation/src/Syntax/core_surface.rs:68;crates/jet-foundation/src/Syntax/core_surface.rs:69;crates/jet-foundation/src/Syntax/core_surface.rs:69	covered	crates/jet-parser/src/Formatter/Items.rs:1123;crates/jet-parser/src/Parser/Items/imports_policy.rs:1215;crates/jet-parser/src/Parser/Items/imports_policy.rs:1222;crates/jet-parser/src/Parser/Items/visibility_items.rs:100;crates/jet-parser/src/Parser/Items/visibility_items.rs:106;crates/jet-parser/src/Parser/Items/visibility_items.rs:120	covered	crates/jet-parser/src/Formatter/Items.rs:1123	covered	crates/jet-parser/src/Parser/mod.rs:1728;crates/jet-parser/src/Parser/mod.rs:1750;crates/jet-parser/src/Parser/mod.rs:1873;crates/jet-parser/src/Parser/mod.rs:1887;tests/fmt.rs:3838;tests/fmt.rs:3839	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/pub_file_priv_without_marker.stderr:1;tests/ui/pub_file_priv_without_marker.stderr:4;tests/ui/pub_file_priv_without_marker.stderr:7;tests/ui/pub_file_private_teaching.stderr:1;tests/ui/pub_file_private_teaching.stderr:6;tests/ui/pub_file_private_teaching.stderr:7	covered	editors/jet.tmGrammar:92;editors/tree-sitter/grammar.js:17;editors/vscode/syntaxes/jet.tmLanguage.json:92;editors/zed/grammar-repo/grammar.js:17;editors/zed/grammars/jet/grammar.js:17;editors/zed/languages/jet/highlights.scm:80	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-visdefault2-symbol-marker-public-file-publicfile-0774dbcd	D-VISDEFAULT2	user	retired	marker	MARKER_PUBLIC_FILE	PublicFile		crates/jet-foundation/src/Syntax/core_surface.rs:87;crates/jet-foundation/src/Syntax/core_surface.rs:89;crates/jet-foundation/src/Syntax/core_surface.rs:89	covered	crates/jet-parser/src/Parser/Items/imports_policy.rs:850;crates/jet-parser/src/Parser/Items/imports_policy.rs:858	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/pub_file_publicfile_teaching.stderr:1;tests/ui/pub_file_publicfile_teaching.stderr:4	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-void1-symbol-type-unit-e9fdc8e1	D-VOID1	user	current	syntax_shape	TYPE_UNIT	()	()	crates/jet-foundation/src/Syntax/core_surface.rs:231;crates/jet-foundation/src/Syntax/core_surface.rs:232;crates/jet-foundation/src/Syntax/core_surface.rs:232	covered	crates/jet-parser/src/FencedNames.rs:47;crates/jet-parser/src/FencedNames.rs:50;crates/jet-parser/src/FencedNames.rs:56;crates/jet-parser/src/FencedNames.rs:57;crates/jet-parser/src/FencedNames.rs:58	covered	crates/jet-parser/src/Formatter/Expressions.rs:16;crates/jet-parser/src/Formatter/Expressions.rs:21;crates/jet-parser/src/Formatter/Expressions.rs:23;crates/jet-parser/src/Formatter/Expressions.rs:51;crates/jet-parser/src/Formatter/Expressions.rs:56;crates/jet-parser/src/Formatter/Expressions.rs:974	covered	tests/fmt.rs:9;tests/fmt.rs:17;tests/fmt.rs:28;tests/fmt.rs:35;tests/fmt.rs:42	covered	crates/jet-foundation/src/LintPolicy.rs:44;crates/jet-foundation/src/LintPolicy.rs:45;crates/jet-foundation/src/LintPolicy.rs:54;crates/jet-foundation/src/LintPolicy.rs:210;crates/jet-foundation/src/LintPolicy.rs:439;crates/jet-foundation/src/LintPolicy.rs:450	covered	crates/jet-parser/src/FencedNames.rs:820;crates/jet-parser/src/FencedNames.rs:854;crates/jet-parser/src/FencedNames.rs:855;crates/jet-parser/src/FencedNames.rs:856;crates/jet-parser/src/FencedNames.rs:857;crates/jet-parser/src/FencedNames.rs:858	covered	Source/LSP/Adapter.rs:20;Source/LSP/Adapter.rs:34;Source/LSP/Adapter.rs:45;Source/LSP/Adapter.rs:47;Source/LSP/Adapter.rs:48;Source/LSP/Adapter.rs:52	covered	crates/jet-devserver/src/Canvas/debug_source_git.rs:121;crates/jet-devserver/src/Canvas/debug_source_git.rs:124;crates/jet-devserver/src/Canvas/debug_source_git.rs:129;crates/jet-devserver/src/Canvas/debug_source_git.rs:132;crates/jet-devserver/src/Canvas/debug_source_git.rs:148
