id	decision_id	scope	lifecycle	form_kind	symbol	surface	examples	source_evidence	parser_status	parser_evidence	formatter_emission_status	formatter_emission_evidence	formatter_roundtrip_status	formatter_roundtrip_evidence	linter_recognition_status	linter_recognition_evidence	linter_teaching_status	linter_teaching_evidence	language_server_status	language_server_evidence	canvas_status	canvas_evidence
syntax-d-job-subcmd1-symbol-job-reserved-cli-split-7b9b5122	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	split		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:875	covered	crates/jet-parser/src/FencedNames.rs:758;crates/jet-parser/src/FencedNames.rs:763;crates/jet-parser/src/FencedNames.rs:766;crates/jet-parser/src/FencedNames.rs:767;crates/jet-parser/src/Formatter/Expressions.rs:3140;crates/jet-parser/src/Formatter/Expressions.rs:3343	covered	crates/jet-parser/src/Formatter/Expressions.rs:3140;crates/jet-parser/src/Formatter/Expressions.rs:3343	covered	tests/fmt.rs:246;tests/fmt.rs:250	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/cell_guard_capture.stderr:7;tests/ui/cell_guard_storage.stderr:7;tests/ui/cell_guard_storage.stderr:16;tests/ui/cell_guard_storage.stderr:25;tests/ui/inline_always_too_large.stderr:7;tests/ui/parse_pattern_adjacent_holes.stderr:1	covered	Source/LSP/Completion.rs:997;Source/LSP/Features.rs:2227	covered	crates/jet-devserver/src/Canvas/debug_source_git.rs:1001;crates/jet-devserver/src/Canvas/debug_source_git.rs:1082;crates/jet-devserver/src/Canvas/debug_source_git.rs:1117;crates/jet-devserver/src/Canvas/debug_source_git.rs:1215;crates/jet-devserver/src/Canvas/edit_actions.rs:657;crates/jet-devserver/src/Canvas/edit_actions.rs:699
syntax-d-job-subcmd1-symbol-job-reserved-cli-stdin-path-f349c23e	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	stdin_path		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:942	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-job-subcmd1-symbol-job-reserved-cli-store-b99a7f83	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	store		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:878	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/bad_map_key.stderr:7;tests/ui/call_non_function.stderr:7;tests/ui/function_contract_laundering.stderr:7;tests/ui/function_contract_laundering.stderr:16;tests/ui/map_key_composite_rejected.stderr:7;tests/ui/map_key_composite_rejected.stderr:16	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	covered	crates/jet-devserver/src/Canvas/debug_source_git.rs:164;crates/jet-devserver/src/Canvas/debug_source_git.rs:430;crates/jet-devserver/src/Canvas/debug_source_git.rs:469;crates/jet-devserver/src/Canvas/debug_source_git.rs:496;crates/jet-devserver/src/Canvas/debug_source_git.rs:525;crates/jet-devserver/src/Canvas/debug_source_git.rs:552
syntax-d-job-subcmd1-symbol-job-reserved-cli-structural-8a1bd101	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	structural		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:928	covered	crates/jet-parser/src/Parser/Statements/conditionals.rs:976;crates/jet-parser/src/Parser/Statements/conditionals.rs:996	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	covered	editors/zed/languages/jet/highlights.scm:46	covered	crates/jet-devserver/src/Canvas/edit_actions.rs:1368;crates/jet-devserver/src/Canvas/edit_actions.rs:1380;crates/jet-devserver/src/Canvas/edit_actions.rs:1396;crates/jet-devserver/src/Canvas/edit_actions.rs:1404;crates/jet-devserver/src/Canvas/edit_actions.rs:1410;crates/jet-devserver/src/Canvas/edit_actions.rs:1438
syntax-d-job-subcmd1-symbol-job-reserved-cli-swap-e942cb55	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	swap		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:972	covered	crates/jet-parser/src/Parser/Items/distinct_units_structs.rs:233;crates/jet-parser/src/Parser/Types.rs:999	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/range_type_empty_range.stderr:7	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-job-subcmd1-symbol-job-reserved-cli-target-2910f503	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	target		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:980	covered	crates/jet-parser/src/FencedNames.rs:380;crates/jet-parser/src/FencedNames.rs:783;crates/jet-parser/src/Formatter/Items.rs:700;crates/jet-parser/src/Formatter/Items.rs:702;crates/jet-parser/src/Formatter/Items.rs:850;crates/jet-parser/src/Formatter/Items.rs:851	covered	crates/jet-parser/src/Formatter/Items.rs:700;crates/jet-parser/src/Formatter/Items.rs:702;crates/jet-parser/src/Formatter/Items.rs:850;crates/jet-parser/src/Formatter/Items.rs:851;crates/jet-parser/src/Formatter/Items.rs:1154;crates/jet-parser/src/Formatter/Items.rs:2384	covered	tests/fmt.rs:403;tests/fmt.rs:404;tests/fmt.rs:2932;tests/fmt.rs:2934;tests/support/fmt_lossless.rs:1681;tests/support/fmt_lossless.rs:1709	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-sema/src/Sema/Bundle/TargetMachine.rs:807;crates/jet-sema/src/Sema/Bundle/TargetMachine.rs:811;crates/jet-sema/src/Sema/Bundle/TargetMachine.rs:815;crates/jet-sema/src/Sema/Bundle/TargetMachine.rs:840;crates/jet-sema/src/Sema/Bundle/TargetMachine.rs:841	covered	Source/LSP/Check.rs:314;Source/LSP/Check.rs:316;Source/LSP/Check.rs:317;Source/LSP/Completion.rs:408;Source/LSP/Completion.rs:637	covered	crates/jet-devserver/src/Canvas/edit_actions.rs:1039;crates/jet-devserver/src/Canvas/edit_actions.rs:1047;crates/jet-devserver/src/Canvas/edit_actions.rs:1050;crates/jet-devserver/src/Canvas/edit_actions.rs:1055;crates/jet-devserver/src/Canvas/edit_actions.rs:1057
syntax-d-job-subcmd1-symbol-job-reserved-cli-test-a5241ec2	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	test		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:843	covered	crates/jet-parser/src/FencedNames.rs:806;crates/jet-parser/src/FencedNames.rs:817;crates/jet-parser/src/FencedNames.rs:832;crates/jet-parser/src/FencedNames.rs:851;crates/jet-parser/src/FencedNames.rs:870;crates/jet-parser/src/FencedNames.rs:890	covered	crates/jet-parser/src/Formatter/Items.rs:1059;crates/jet-parser/src/Formatter/mod.rs:2350;crates/jet-parser/src/Formatter/mod.rs:2356;crates/jet-parser/src/Formatter/mod.rs:2398;crates/jet-parser/src/Formatter/mod.rs:2415;crates/jet-parser/src/Formatter/mod.rs:2434	covered	tests/fmt.rs:8;tests/fmt.rs:17;tests/fmt.rs:28;tests/fmt.rs:34;tests/fmt.rs:58;tests/fmt.rs:61	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Registry.rs:1622;tests/ui_lint/test_without_assertion.warn:6;tests/ui_lint/test_without_assertion.warn:7;tests/ui/bench_command_retired_e2101.stderr:2;tests/ui/bench_command_retired_e2101.stderr:3;tests/ui/bench_marker_retired_e0927.stderr:7	covered	Source/LSP/Check.rs:196;Source/LSP/Features.rs:630;Source/LSP/Features.rs:635;Source/LSP/Features.rs:676;Source/LSP/Features.rs:725;Source/LSP/Features.rs:781	covered	crates/jet-devserver/src/Canvas/debug_source_git.rs:1426;crates/jet-devserver/src/Canvas/debug_source_git.rs:1430;crates/jet-devserver/src/Canvas/debug_source_git.rs:1447;crates/jet-devserver/src/Canvas/debug_source_git.rs:1472;crates/jet-devserver/src/Canvas/debug_source_git.rs:1501;crates/jet-devserver/src/Canvas/debug_source_git.rs:1524
syntax-d-job-subcmd1-symbol-job-reserved-cli-time-66ecb903	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	time		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:997	covered	crates/jet-parser/src/Parser/Expressions/patterns.rs:278;crates/jet-parser/src/Parser/Expressions/primary.rs:178;crates/jet-parser/src/Parser/Expressions/primary.rs:179;crates/jet-parser/src/Parser/Items/functions_params.rs:591;crates/jet-parser/src/Parser/Items/imports_policy.rs:1479;crates/jet-parser/src/Parser/Items/states_protocols.rs:823	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Syntax/retirements.rs:298;crates/jet-foundation/src/Syntax/retirements.rs:307;crates/jet-sema/src/Sema/CheckerCoreLib/serde_diags.rs:55;tests/ui_lint/slice_in_loop.warn:1;tests/ui/cffi_retired_at_extern.stderr:6;tests/ui/comptime_embed_bytes_nonliteral.stderr:6	covered	Source/LSP/Check.rs:274;Source/LSP/Check.rs:278;Source/LSP/Check.rs:282	covered	crates/jet-canvas/src/html.rs:515;crates/jet-canvas/src/html.rs:516;crates/jet-devserver/src/Canvas/preview.rs:12;crates/jet-devserver/src/Canvas/query_actions.rs:1580;crates/jet-devserver/src/Canvas/schema_api.rs:952
syntax-d-job-subcmd1-symbol-job-reserved-cli-to-9ea22fb7	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	to		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:878	covered	crates/jet-parser/src/FencedNames.rs:435;crates/jet-parser/src/FencedNames.rs:491;crates/jet-parser/src/FencedNames.rs:520;crates/jet-parser/src/FencedNames.rs:528;crates/jet-parser/src/FencedNames.rs:572;crates/jet-parser/src/FencedNames.rs:636	covered	crates/jet-parser/src/Formatter/Items.rs:332;crates/jet-parser/src/Formatter/Items.rs:333;crates/jet-parser/src/Formatter/Items.rs:344;crates/jet-parser/src/Formatter/mod.rs:356;crates/jet-parser/src/Formatter/mod.rs:1651;crates/jet-parser/src/Formatter/mod.rs:1652	covered	tests/fmt.rs:549;tests/fmt.rs:552;tests/fmt.rs:950;tests/fmt.rs:953;tests/fmt.rs:957;tests/fmt.rs:959	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-parser/src/Parser/Items/imports_policy.rs:1632;crates/jet-parser/src/Parser/Items/imports_policy.rs:1657;crates/jet-parser/src/Parser/Items/states_protocols.rs:398;crates/jet-parser/src/Parser/Items/states_protocols.rs:465;crates/jet-parser/src/Parser/mod.rs:1805;crates/jet-parser/src/Parser/mod.rs:1853	covered	Source/LSP/Check.rs:235;Source/LSP/mod.rs:651;Source/LSP/Server.rs:1917;Source/LSP/Server.rs:2424;Source/LSP/Server.rs:2434;Source/LSP/Server.rs:2435	covered	crates/jet-devserver/src/Canvas/debug_source_git.rs:614;crates/jet-devserver/src/Canvas/debug_source_git.rs:678;crates/jet-devserver/src/Canvas/edit_actions.rs:61;crates/jet-devserver/src/Canvas/edit_actions.rs:63;crates/jet-devserver/src/Canvas/edit_actions.rs:64
syntax-d-job-subcmd1-symbol-job-reserved-cli-toolchain-59d3e655	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	toolchain		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:918	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/jetlib_version_mismatch.stderr:3	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-job-subcmd1-symbol-job-reserved-cli-trace-tiers-32a57635	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	trace_tiers		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:970	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-job-subcmd1-symbol-job-reserved-cli-trust-10e43a10	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	trust		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:858	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	covered	editors/vscode/package.json:24	covered	crates/jet-canvas/src/html.rs:661;crates/jet-canvas/src/js/project-navigation.js:1060;crates/jet-canvas/src/js/runtime-state.js:53
syntax-d-job-subcmd1-symbol-job-reserved-cli-try-anyway-7b39559d	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	try_anyway		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:968	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-job-subcmd1-symbol-job-reserved-cli-u-18638135	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	u		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:832	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
